,% Observed
33356,52.1
33357,52.6
33358,52.6
33359,52.5
33360,52.4
33361,52.4
33362,52.3
33363,52.1
33364,52.0
33365,52.0
33366,52.2
33367,52.2
33368,52.1
33369,52.0
33370,52.0
33371,52.0
33372,52.0
33373,51.9
33374,51.8
33375,51.8
33376,51.8
33377,51.7
33378,51.7
33379,51.8
33380,51.7
33381,50.2
33382,50.3
33383,50.2
33384,50.2
33385,50.1
33386,49.9
33387,49.8
33388,49.7
33389,49.8
33390,49.9
33391,50.1
33392,50.1
33393,50.0
33394,50.0
33395,50.0
33396,50.0
33397,50.0
33398,50.0
33399,50.0
33400,50.0
33401,50.0
33402,50.0
33403,50.0
33404,50.1
33405,51.9
33406,51.9
33407,51.9
33408,51.8
33409,51.8
33410,51.8
33411,51.7
33412,51.7
33413,51.8
33414,51.8
33415,51.8
33416,51.7
33417,51.7
33418,51.7
33419,51.7
33420,51.7
33421,51.7
33422,51.7
33423,51.7
33424,51.7
33425,51.7
33426,51.7
33427,51.8
33428,51.8
33429,50.5
33430,50.5
33431,50.5
33432,50.5
33433,50.4
33434,50.4
33435,50.3
33436,50.2
33437,50.3
33438,50.4
33439,50.4
33440,50.4
33441,50.4
33442,50.4
33443,50.4
33444,50.4
33445,50.4
33446,50.3
33447,50.3
33448,50.3
33449,50.3
33450,50.3
33451,50.3
33452,50.2
33453,52.6
33454,52.6
33455,52.7
33456,52.6
33457,52.6
33458,52.6
33459,52.5
33460,52.5
33461,52.5
33462,52.3
33463,52.2
33464,52.1
33465,52.3
33466,52.3
33467,52.2
33468,52.2
33469,52.0
33470,52.0
33471,52.0
33472,52.1
33473,52.1
33474,52.1
33475,52.0
33476,51.9
33477,52.8
33478,52.8
33479,52.8
33480,52.7
33481,52.6
33482,52.5
33483,52.5
33484,52.4
33485,52.4
33486,52.5
33487,52.6
33488,52.7
33489,52.7
33490,52.7
33491,52.7
33492,52.7
33493,52.7
33494,52.6
33495,52.7
33496,52.7
33497,52.7
33498,52.6
33499,52.6
33500,52.7
33501,52.4
33502,52.3
33503,52.3
33504,52.1
33505,52.0
33506,51.8
33507,51.7
33508,51.6
33509,51.8
33510,52.0
33511,52.1
33512,49.6
33513,52.1
33514,52.1
33515,52.1
33516,52.2
33517,52.2
33518,52.2
33519,52.2
33520,52.3
33521,52.2
33522,52.2
33523,52.3
33524,52.3
33525,52.5
33526,52.5
33527,52.3
33528,52.3
33529,51.3
33530,52.1
33531,52.0
33532,52.1
33533,52.2
33534,52.3
33535,52.3
33536,52.3
33537,52.3
33538,52.2
33539,52.3
33540,52.2
33541,52.3
33542,52.3
33543,52.3
33544,52.3
33545,52.3
33546,52.2
33547,52.3
33548,52.3
33549,52.6
33550,52.6
33551,52.5
33552,52.5
33553,52.4
33554,52.2
33555,52.2
33556,52.3
33557,52.5
33558,52.6
33559,52.5
33560,52.4
33561,52.4
33562,52.4
33563,52.5
33564,52.5
33565,52.5
33566,52.5
33567,52.5
33568,52.5
33569,52.5
33570,52.5
33571,52.5
33572,52.5
33573,53.1
33574,53.1
33575,53.0
33576,52.9
33577,52.8
33578,52.7
33579,52.7
33580,52.8
33581,52.9
33582,53.0
33583,53.0
33584,53.0
33585,52.4
33586,53.0
33587,53.0
33588,52.9
33589,52.8
33590,52.9
33591,53.0
33592,17.2
33593,50.5
33594,53.0
33595,53.0
33596,53.0
33597,53.2
33598,53.2
33599,53.2
33600,53.1
33601,53.0
33602,52.9
33603,52.8
33604,52.9
33605,52.3
33606,53.1
33607,53.1
33608,53.0
33609,53.1
33610,53.1
33611,53.0
33612,53.0
33613,53.0
33614,52.9
33615,52.9
33616,53.0
33617,53.0
33618,53.0
33619,53.0
33620,52.9
33621,53.2
33622,53.2
33623,53.2
33624,53.3
33625,53.2
33626,53.1
33627,53.1
33628,53.2
33629,53.4
33630,53.4
33631,53.4
33632,53.3
33633,53.3
33634,53.3
33635,53.4
33636,53.4
33637,53.4
33638,53.4
33639,53.4
33640,53.3
33641,53.2
33642,53.2
33643,53.1
33644,53.2
33645,53.3
33646,53.4
33647,53.3
33648,53.3
33649,53.2
33650,53.2
33651,53.1
33652,53.2
33653,53.3
33654,53.2
33655,53.4
33656,53.4
33657,53.3
33658,53.1
33659,53.4
33660,53.3
33661,53.3
33662,53.4
33663,53.4
33664,53.3
33665,53.3
33666,53.3
33667,53.3
33668,53.3
33669,53.1
33670,53.0
33671,53.1
33672,52.9
33673,52.9
33674,52.8
33675,52.8
33676,52.9
33677,53.1
33678,53.2
33679,53.2
33680,53.2
33681,53.2
33682,53.1
33683,53.1
33684,53.1
33685,53.1
33686,53.1
33687,53.1
33688,53.1
33689,53.1
33690,53.1
33691,53.1
33692,53.1
33693,53.4
33694,53.4
33695,53.4
33696,53.3
33697,53.2
33698,53.1
33699,53.1
33700,53.2
33701,53.4
33702,53.4
33703,53.9
33704,55.6
33705,55.7
33706,55.7
33707,55.7
33708,55.6
33709,55.6
33710,55.7
33711,55.6
33712,55.7
33713,55.7
33714,55.7
33715,55.7
33716,55.7
33717,55.8
33718,55.7
33719,55.7
33720,55.6
33721,55.5
33722,55.5
33723,55.4
33724,55.5
33725,55.6
33726,55.6
33727,55.6
33728,55.6
33729,55.6
33730,55.5
33731,55.4
33732,55.3
33733,55.3
33734,55.4
33735,55.4
33736,55.6
33737,55.6
33738,55.5
33739,55.5
33740,55.5
33741,56.1
33742,56.1
33743,56.0
33744,55.9
33745,55.8
33746,55.8
33747,55.8
33748,55.8
33749,55.8
33750,55.8
33751,55.9
33752,50.1
33753,51.3
33754,55.4
33755,55.7
33756,55.7
33757,55.6
33758,55.6
33759,55.7
33760,55.8
33761,55.8
33762,55.8
33763,55.6
33764,55.7
33765,56.5
33766,56.5
33767,56.5
33768,56.5
33769,56.4
33770,56.3
33771,56.2
33772,56.3
33773,56.4
33774,56.4
33775,56.4
33776,56.3
33777,56.4
33778,56.4
33779,56.3
33780,56.2
33781,56.3
33782,56.3
33783,56.1
33784,56.3
33785,56.3
33786,56.2
33787,56.3
33788,56.1
33789,56.0
33790,55.9
33791,55.9
33792,56.0
33793,55.9
33794,55.7
33795,55.6
33796,55.6
33797,55.7
33798,55.9
33799,56.1
33800,55.8
33801,55.9
33802,56.2
33803,56.1
33804,56.1
33805,56.2
33806,56.2
33807,56.2
33808,56.2
33809,56.1
33810,56.1
33811,56.1
33812,56.1
33813,56.2
33814,56.1
33815,56.1
33816,56.1
33817,56.0
33818,56.0
33819,55.9
33820,55.8
33821,56.0
33822,56.0
33823,56.0
33824,56.1
33825,56.0
33826,56.1
33827,56.1
33828,56.0
33829,56.1
33830,56.0
33831,55.9
33832,55.9
33833,55.9
33834,55.8
33835,55.8
33836,55.7
33837,55.9
33838,55.9
33839,55.9
33840,55.9
33841,55.7
33842,55.7
33843,55.6
33844,55.6
33845,55.7
33846,55.7
33847,55.8
33848,55.7
33849,55.8
33850,55.9
33851,55.8
33852,55.8
33853,55.8
33854,55.8
33855,55.7
33856,55.8
33857,55.8
33858,55.8
33859,55.8
33860,55.8
33861,56.5
33862,56.5
33863,56.4
33864,56.3
33865,56.2
33866,56.2
33867,56.2
33868,56.2
33869,56.3
33870,56.4
33871,56.3
33872,56.2
33873,56.1
33874,56.1
33875,56.2
33876,54.6
33877,53.8
33878,53.9
33879,53.9
33880,53.9
33881,53.9
33882,53.8
33883,53.8
33884,53.8
33885,54.1
33886,54.1
33887,54.1
33888,54.0
33889,53.9
33890,53.8
33891,53.7
33892,54.0
33893,54.1
33894,54.2
33895,54.2
33896,54.2
33897,54.1
33898,51.6
33899,54.1
33900,54.1
33901,54.1
33902,54.1
33903,54.0
33904,54.1
33905,54.1
33906,54.1
33907,54.1
33908,54.0
33909,54.1
33910,54.1
33911,54.1
33912,54.1
33913,54.0
33914,54.0
33915,53.9
33916,54.0
33917,54.0
33918,54.2
33919,54.1
33920,54.1
33921,54.0
33922,54.1
33923,53.6
33924,54.1
33925,54.1
33926,54.1
33927,54.0
33928,54.2
33929,54.1
33930,54.1
33931,54.1
33932,54.1
33933,54.7
33934,54.7
33935,54.7
33936,54.6
33937,54.5
33938,54.4
33939,54.4
33940,54.4
33941,54.5
33942,54.6
33943,54.6
33944,54.6
33945,54.7
33946,54.6
33947,54.6
33948,54.6
33949,54.6
33950,54.5
33951,54.6
33952,54.6
33953,54.5
33954,54.5
33955,54.5
33956,54.5
33957,54.8
33958,54.8
33959,54.8
33960,54.8
33961,54.7
33962,54.7
33963,54.6
33964,54.7
33965,54.7
33966,54.8
33967,54.8
33968,54.8
33969,54.8
33970,54.8
33971,54.7
33972,54.8
33973,54.8
33974,54.8
33975,54.8
33976,54.8
33977,54.8
33978,54.8
33979,54.8
33980,54.8
33981,54.8
33982,54.8
33983,54.8
33984,54.8
33985,54.8
33986,54.7
33987,54.7
33988,54.7
33989,54.8
33990,54.8
33991,54.8
33992,54.8
33993,54.8
33994,54.8
33995,54.8
33996,54.8
33997,54.8
33998,54.7
33999,54.7
34000,54.7
34001,54.8
34002,54.8
34003,54.7
34004,54.7
34005,54.5
34006,54.5
34007,53.9
34008,52.9
34009,53.6
34010,54.1
34011,54.2
34012,54.3
34013,54.3
34014,54.3
34015,54.3
34016,54.3
34017,54.3
34018,54.4
34019,54.4
34020,54.3
34021,54.4
34022,54.4
34023,54.3
34024,54.4
34025,54.3
34026,54.4
34027,54.4
34028,54.4
34029,54.9
34030,54.9
34031,54.9
34032,54.8
34033,54.7
34034,54.6
34035,54.5
34036,54.6
34037,54.7
34038,54.8
34039,54.8
34040,54.8
34041,54.8
34042,54.7
34043,54.7
34044,54.7
34045,54.8
34046,54.7
34047,54.7
34048,54.7
34049,54.7
34050,54.7
34051,54.7
34052,54.7
34053,55.0
34054,55.0
34055,55.0
34056,54.9
34057,54.8
34058,54.8
34059,54.7
34060,54.9
34061,55.0
34062,55.0
34063,55.0
34064,54.9
34065,55.0
34066,55.0
34067,54.9
34068,54.9
34069,54.9
34070,54.9
34071,54.9
34072,54.9
34073,54.8
34074,54.5
34075,54.5
34076,54.5
34077,54.9
34078,55.2
34079,55.2
34080,55.1
34081,55.0
34082,55.0
34083,54.9
34084,55.1
34085,55.1
34086,55.1
34087,55.2
34088,55.2
34089,55.2
34090,51.0
34091,55.2
34092,55.2
34093,55.2
34094,55.2
34095,55.1
34096,55.2
34097,55.1
34098,55.1
34099,55.1
34100,55.1
34101,55.2
34102,55.3
34103,55.2
34104,55.2
34105,55.1
34106,55.1
34107,55.0
34108,55.2
34109,55.2
34110,55.1
34111,55.0
34112,55.0
34113,55.0
34114,54.8
34115,54.7
34116,54.7
34117,54.7
34118,55.2
34119,55.2
34120,55.2
34121,55.1
34122,55.2
34123,55.1
34124,55.1
34125,57.4
34126,57.4
34127,57.4
34128,57.4
34129,57.3
34130,57.3
34131,57.2
34132,57.3
34133,57.4
34134,57.4
34135,57.4
34136,57.4
34137,57.4
34138,57.4
34139,57.4
34140,57.4
34141,57.4
34142,57.3
34143,57.3
34144,57.3
34145,57.2
34146,57.2
34147,57.2
34148,57.1
34149,57.4
34150,57.4
34151,57.4
34152,57.3
34153,57.3
34154,57.2
34155,57.2
34156,57.3
34157,57.4
34158,57.4
34159,57.5
34160,57.5
34161,57.4
34162,57.4
34163,57.4
34164,57.4
34165,57.5
34166,57.5
34167,57.5
34168,57.5
34169,57.4
34170,57.4
34171,57.4
34172,57.4
34173,57.3
34174,57.2
34175,57.1
34176,57.0
34177,56.9
34178,56.9
34179,56.8
34180,56.9
34181,57.0
34182,57.1
34183,57.2
34184,57.1
34185,57.2
34186,57.1
34187,57.1
34188,57.0
34189,56.9
34190,57.0
34191,57.0
34192,57.1
34193,57.1
34194,57.1
34195,57.1
34196,57.0
34197,57.7
34198,57.7
34199,57.7
34200,57.6
34201,57.5
34202,57.5
34203,57.4
34204,57.4
34205,57.6
34206,57.6
34207,57.7
34208,57.7
34209,57.7
34210,57.7
34211,57.7
34212,57.7
34213,57.7
34214,57.6
34215,57.5
34216,57.5
34217,57.5
34218,57.5
34219,57.4
34220,57.4
34221,57.5
34222,57.5
34223,57.5
34224,57.4
34225,57.4
34226,57.3
34227,57.3
34228,57.5
34229,57.6
34230,57.6
34231,57.6
34232,57.6
34233,57.6
34234,57.6
34235,57.6
34236,57.6
34237,57.6
34238,57.5
34239,57.5
34240,57.6
34241,57.6
34242,57.6
34243,57.6
34244,57.6
34245,57.6
34246,57.6
34247,57.5
34248,57.4
34249,57.3
34250,57.2
34251,57.2
34252,57.3
34253,57.5
34254,57.5
34255,57.4
34256,57.4
34257,56.6
34258,57.2
34259,57.2
34260,57.2
34261,57.1
34262,57.2
34263,57.1
34264,57.1
34265,57.1
34266,57.1
34267,57.1
34268,57.1
34269,57.2
34270,57.2
34271,57.1
34272,57.0
34273,57.0
34274,57.0
34275,56.9
34276,57.1
34277,57.2
34278,57.1
34279,57.0
34280,56.8
34281,56.6
34282,56.2
34283,56.8
34284,56.8
34285,56.9
34286,57.1
34287,57.1
34288,57.1
34289,57.1
34290,57.1
34291,57.1
34292,57.1
34293,57.0
34294,57.0
34295,57.0
34296,57.0
34297,56.9
34298,56.8
34299,56.8
34300,57.0
34301,57.0
34302,57.1
34303,57.1
34304,57.1
34305,57.1
34306,56.9
34307,57.0
34308,57.0
34309,57.1
34310,57.0
34311,57.0
34312,56.9
34313,56.9
34314,56.9
34315,56.9
34316,57.0
34317,57.4
34318,57.3
34319,57.3
34320,57.3
34321,57.3
34322,55.3
34323,54.8
34324,55.0
34325,55.0
34326,55.1
34327,55.1
34328,55.1
34329,55.1
34330,55.1
34331,55.1
34332,55.1
34333,55.0
34334,50.1
34335,40.4
34336,40.3
34337,40.4
34338,40.3
34339,40.3
34340,40.3
34341,40.2
34342,40.3
34343,40.3
34344,40.2
34345,40.1
34346,40.1
34347,40.0
34348,40.2
34349,40.3
34350,40.3
34351,40.2
34352,40.3
34353,40.2
34354,40.2
34355,40.1
34356,40.2
34357,40.3
34358,40.3
34359,40.3
34360,40.3
34361,40.2
34362,40.2
34363,40.2
34364,40.2
34365,40.4
34366,40.4
34367,40.4
34368,40.3
34369,40.2
34370,40.1
34371,40.1
34372,40.1
34373,40.2
34374,40.2
34375,40.2
34376,40.2
34377,48.7
34378,54.7
34379,54.5
34380,54.4
34381,53.8
34382,53.9
34383,54.2
34384,54.2
34385,54.2
34386,54.2
34387,54.2
34388,54.2
34389,54.3
34390,54.2
34391,54.2
34392,54.2
34393,54.1
34394,54.1
34395,54.1
34396,54.3
34397,54.3
34398,54.3
34399,54.5
34400,54.4
34401,54.4
34402,54.4
34403,54.4
34404,54.4
34405,52.2
34406,54.3
34407,54.3
34408,54.4
34409,54.4
34410,54.4
34411,54.3
34412,54.2
34413,54.5
34414,54.5
34415,54.4
34416,54.4
34417,54.3
34418,54.3
34419,54.2
34420,54.4
34421,54.5
34422,54.5
34423,54.6
34424,54.6
34425,54.5
34426,54.6
34427,54.5
34428,54.5
34429,54.5
34430,54.5
34431,53.7
34432,54.5
34433,54.4
34434,54.4
34435,54.4
34436,54.4
34437,54.9
34438,54.9
34439,54.8
34440,54.7
34441,54.7
34442,54.6
34443,54.5
34444,54.5
34445,54.7
34446,54.9
34447,54.9
34448,54.9
34449,54.8
34450,54.8
34451,54.8
34452,54.8
34453,54.7
34454,54.6
34455,54.5
34456,54.5
34457,54.5
34458,54.5
34459,54.5
34460,54.5
34461,55.1
34462,55.1
34463,55.1
34464,55.1
34465,55.1
34466,55.0
34467,54.9
34468,54.9
34469,54.9
34470,54.9
34471,55.0
34472,55.0
34473,55.1
34474,55.1
34475,55.1
34476,55.1
34477,55.0
34478,55.0
34479,55.0
34480,54.9
34481,55.0
34482,54.9
34483,54.8
34484,54.9
34485,54.4
34486,54.4
34487,54.4
34488,54.3
34489,54.3
34490,54.1
34491,54.0
34492,54.0
34493,54.3
34494,54.2
34495,54.2
34496,54.3
34497,54.3
34498,51.8
34499,39.3
34500,39.4
34501,45.6
34502,54.2
34503,54.2
34504,54.2
34505,54.2
34506,54.2
34507,54.3
34508,54.3
34509,55.0
34510,54.9
34511,54.9
34512,54.8
34513,54.7
34514,54.6
34515,54.5
34516,54.5
34517,54.7
34518,54.8
34519,54.9
34520,54.8
34521,54.8
34522,54.8
34523,54.7
34524,54.7
34525,54.7
34526,54.7
34527,54.6
34528,54.6
34529,54.6
34530,54.5
34531,54.5
34532,54.5
34533,55.0
34534,55.0
34535,55.0
34536,54.9
34537,54.8
34538,54.7
34539,54.6
34540,54.8
34541,54.9
34542,55.0
34543,55.0
34544,55.0
34545,55.0
34546,54.4
34547,54.4
34548,54.4
34549,54.4
34550,54.4
34551,54.3
34552,54.3
34553,54.3
34554,54.0
34555,53.9
34556,54.2
34557,54.1
34558,54.0
34559,54.0
34560,54.1
34561,54.1
34562,54.1
34563,54.0
34564,54.0
34565,54.1
34566,54.1
34567,54.2
34568,54.1
34569,54.1
34570,53.4
34571,54.1
34572,53.9
34573,54.0
34574,53.9
34575,53.9
34576,54.0
34577,54.0
34578,54.0
34579,54.0
34580,53.9
34581,54.5
34582,54.5
34583,54.5
34584,54.3
34585,54.3
34586,54.2
34587,54.3
34588,54.5
34589,54.5
34590,54.5
34591,54.4
34592,54.3
34593,54.1
34594,54.2
34595,54.2
34596,54.2
34597,54.3
34598,54.3
34599,54.2
34600,54.3
34601,54.3
34602,54.3
34603,54.3
34604,54.3
34605,55.0
34606,55.0
34607,54.9
34608,54.9
34609,54.8
34610,54.8
34611,54.8
34612,55.0
34613,55.0
34614,55.0
34615,55.0
34616,55.0
34617,55.0
34618,55.0
34619,54.9
34620,54.9
34621,54.9
34622,54.9
34623,54.9
34624,54.9
34625,54.9
34626,54.9
34627,54.9
34628,54.9
34629,54.9
34630,55.0
34631,54.9
34632,54.9
34633,54.9
34634,54.9
34635,54.8
34636,54.9
34637,55.0
34638,54.8
34639,54.9
34640,54.9
34641,54.9
34642,54.9
34643,54.9
34644,54.8
34645,54.8
34646,54.8
34647,54.8
34648,54.8
34649,54.8
34650,54.8
34651,54.8
34652,54.8
34653,55.1
34654,55.2
34655,55.2
34656,55.1
34657,55.1
34658,55.1
34659,55.0
34660,55.1
34661,55.1
34662,55.1
34663,55.1
34664,55.0
34665,54.7
34666,54.6
34667,54.6
34668,54.6
34669,54.7
34670,55.0
34671,55.0
34672,55.0
34673,55.0
34674,55.0
34675,55.0
34676,55.0
34677,55.0
34678,55.0
34679,54.9
34680,54.9
34681,54.8
34682,54.7
34683,54.7
34684,54.9
34685,54.9
34686,55.0
34687,55.0
34688,55.0
34689,55.0
34690,55.0
34691,55.0
34692,55.0
34693,55.0
34694,54.9
34695,54.9
34696,54.9
34697,55.0
34698,55.0
34699,55.0
34700,55.0
34701,53.6
34702,55.4
34703,55.3
34704,55.2
34705,55.2
34706,55.1
34707,55.1
34708,55.3
34709,55.3
34710,55.2
34711,54.2
34712,55.2
34713,55.1
34714,55.1
34715,55.1
34716,55.1
34717,55.1
34718,55.1
34719,55.0
34720,55.1
34721,55.1
34722,55.1
34723,55.1
34724,55.1
34725,55.2
34726,55.2
34727,55.2
34728,55.1
34729,55.0
34730,54.9
34731,54.9
34732,55.0
34733,55.1
34734,55.2
34735,55.0
34736,54.5
34737,51.1
34738,50.9
34739,51.0
34740,51.0
34741,51.0
34742,51.0
34743,50.9
34744,51.0
34745,51.0
34746,51.0
34747,51.0
34748,51.0
34749,51.2
34750,51.2
34751,51.2
34752,51.1
34753,51.0
34754,50.9
34755,50.8
34756,50.9
34757,51.0
34758,50.9
34759,50.9
34760,50.9
34761,50.9
34762,51.0
34763,51.0
34764,51.0
34765,50.9
34766,50.8
34767,50.8
34768,50.8
34769,50.8
34770,50.8
34771,50.8
34772,50.8
34773,55.9
34774,55.9
34775,55.8
34776,55.9
34777,55.8
34778,55.6
34779,55.5
34780,55.6
34781,55.7
34782,55.7
34783,55.5
34784,55.6
34785,55.5
34786,55.5
34787,55.6
34788,55.5
34789,55.5
34790,55.4
34791,55.4
34792,55.5
34793,55.4
34794,55.3
34795,55.4
34796,55.4
34797,56.1
34798,56.1
34799,56.1
34800,56.0
34801,55.9
34802,55.9
34803,55.8
34804,55.9
34805,56.0
34806,55.9
34807,56.0
34808,56.0
34809,56.0
34810,56.0
34811,56.0
34812,56.0
34813,56.0
34814,56.0
34815,56.0
34816,55.9
34817,56.0
34818,56.0
34819,56.0
34820,55.9
34821,56.0
34822,56.0
34823,56.0
34824,56.0
34825,56.0
34826,55.9
34827,55.8
34828,55.9
34829,56.0
34830,56.0
34831,56.1
34832,56.0
34833,56.0
34834,55.9
34835,55.6
34836,55.9
34837,56.0
34838,56.0
34839,56.0
34840,55.9
34841,55.9
34842,55.9
34843,56.0
34844,55.7
34845,55.8
34846,55.8
34847,55.7
34848,55.6
34849,55.5
34850,55.5
34851,55.5
34852,55.6
34853,55.7
34854,55.7
34855,55.7
34856,55.7
34857,55.7
34858,55.7
34859,55.7
34860,55.7
34861,55.7
34862,55.7
34863,55.7
34864,55.7
34865,55.5
34866,55.7
34867,55.7
34868,56.2
34869,56.2
34870,56.4
34871,56.3
34872,56.2
34873,56.2
34874,56.2
34875,56.1
34876,56.1
34877,56.2
34878,56.1
34879,56.0
34880,56.1
34881,56.1
34882,56.1
34883,56.1
34884,56.0
34885,56.0
34886,55.2
34887,56.0
34888,55.8
34889,55.7
34890,55.8
34891,55.8
34892,55.9
34893,55.9
34894,55.8
34895,55.7
34896,55.6
34897,53.1
34898,53.1
34899,53.0
34900,53.1
34901,49.5
34902,38.7
34903,38.7
34904,47.3
34905,53.4
34906,48.8
34907,38.7
34908,38.7
34909,38.7
34910,38.6
34911,38.7
34912,38.5
34913,38.2
34914,38.0
34915,38.1
34916,38.6
34917,38.6
34918,38.5
34919,38.4
34920,38.2
34921,38.1
34922,38.2
34923,38.2
34924,45.7
34925,53.2
34926,53.2
34927,49.5
34928,38.5
34929,39.7
34930,53.1
34931,53.1
34932,53.1
34933,53.0
34934,53.1
34935,53.0
34936,53.0
34937,52.9
34938,52.9
34939,52.9
34940,53.2
34941,53.2
34942,53.2
34943,53.2
34944,52.7
34945,52.6
34946,52.9
34947,53.1
34948,53.2
34949,53.4
34950,53.4
34951,53.4
34952,53.4
34953,53.4
34954,53.4
34955,53.4
34956,53.4
34957,53.3
34958,53.3
34959,53.3
34960,53.3
34961,53.2
34962,53.3
34963,53.3
34964,53.8
34965,53.9
34966,53.9
34967,53.9
34968,53.8
34969,53.7
34970,53.7
34971,53.8
34972,53.9
34973,53.8
34974,53.9
34975,53.9
34976,53.9
34977,53.9
34978,53.9
34979,53.9
34980,53.9
34981,53.9
34982,53.8
34983,53.7
34984,53.7
34985,53.6
34986,53.7
34987,53.7
34988,53.7
34989,53.8
34990,53.8
34991,53.8
34992,53.8
34993,53.7
34994,53.7
34995,53.6
34996,53.7
34997,53.7
34998,53.8
34999,53.8
35000,53.8
35001,53.8
35002,53.6
35003,53.8
35004,53.9
35005,53.8
35006,53.7
35007,53.6
35008,53.6
35009,53.6
35010,53.6
35011,53.5
35012,53.6
35013,53.6
35014,53.5
35015,53.5
35016,53.4
35017,53.3
35018,53.2
35019,53.2
35020,53.3
35021,53.4
35022,53.5
35023,53.4
35024,53.2
35025,53.4
35026,53.5
35027,53.5
35028,53.4
35029,53.5
35030,53.5
35031,53.5
35032,53.5
35033,53.5
35034,53.6
35035,53.6
35036,53.8
35037,53.8
35038,53.8
35039,53.7
35040,53.5
35041,53.4
35042,53.3
35043,53.4
35044,53.5
35045,53.3
35046,53.3
35047,53.5
35048,53.3
35049,53.3
35050,53.6
35051,53.5
35052,53.2
35053,53.0
35054,52.9
35055,53.1
35056,53.2
35057,53.2
35058,53.2
35059,53.2
35060,53.0
35061,52.6
35062,52.1
35063,52.1
35064,52.1
35065,52.0
35066,52.0
35067,52.4
35068,52.7
35069,52.8
35070,52.8
35071,52.8
35072,52.8
35073,51.9
35074,52.8
35075,52.8
35076,52.8
35077,52.8
35078,52.8
35079,52.9
35080,52.9
35081,53.0
35082,53.0
35083,53.0
35084,53.1
35085,53.2
35086,53.1
35087,53.0
35088,52.9
35089,52.8
35090,52.2
35091,52.7
35092,52.8
35093,52.9
35094,52.9
35095,53.0
35096,53.0
35097,53.1
35098,53.0
35099,53.0
35100,52.9
35101,53.0
35102,52.9
35103,52.9
35104,52.9
35105,52.8
35106,52.9
35107,52.9
35108,53.5
35109,53.5
35110,53.4
35111,53.3
35112,53.3
35113,53.3
35114,53.2
35115,53.3
35116,53.5
35117,53.6
35118,53.6
35119,53.6
35120,53.6
35121,53.6
35122,53.6
35123,53.2
35124,53.2
35125,53.6
35126,53.5
35127,53.5
35128,53.4
35129,53.5
35130,53.5
35131,53.4
35132,54.0
35133,54.0
35134,54.0
35135,53.9
35136,53.9
35137,53.8
35138,53.7
35139,53.8
35140,54.0
35141,54.1
35142,54.1
35143,54.1
35144,54.0
35145,54.0
35146,54.1
35147,54.1
35148,54.0
35149,54.1
35150,54.1
35151,54.0
35152,53.9
35153,53.9
35154,53.9
35155,53.9
35156,55.9
35157,55.9
35158,55.9
35159,55.9
35160,55.8
35161,55.8
35162,55.7
35163,55.8
35164,56.0
35165,56.0
35166,56.0
35167,56.0
35168,55.9
35169,56.0
35170,55.9
35171,56.0
35172,56.0
35173,55.9
35174,55.9
35175,55.9
35176,55.5
35177,53.6
35178,53.8
35179,53.9
35180,53.9
35181,53.9
35182,53.9
35183,53.9
35184,53.7
35185,53.6
35186,53.6
35187,53.8
35188,53.9
35189,53.9
35190,53.9
35191,53.0
35192,53.5
35193,53.5
35194,53.5
35195,53.5
35196,53.5
35197,53.4
35198,53.4
35199,53.5
35200,53.5
35201,53.5
35202,53.5
35203,53.5
35204,53.8
35205,53.8
35206,53.8
35207,53.7
35208,50.8
35209,45.5
35210,45.3
35211,45.3
35212,45.4
35213,45.5
35214,45.5
35215,45.5
35216,45.5
35217,34.0
35218,32.6
35219,32.6
35220,32.8
35221,32.8
35222,32.7
35223,32.8
35224,32.7
35225,29.8
35226,28.5
35227,28.7
35228,28.4
35229,28.4
35230,28.4
35231,28.6
35232,28.5
35233,28.5
35234,28.5
35235,28.5
35236,28.5
35237,28.6
35238,28.6
35239,28.6
35240,28.6
35241,28.6
35242,28.6
35243,28.6
35244,28.6
35245,28.6
35246,28.6
35247,28.6
35248,28.6
35249,28.6
35250,28.6
35251,28.6
35252,29.4
35253,29.4
35254,29.4
35255,29.4
35256,29.0
35257,29.0
35258,29.0
35259,29.0
35260,29.1
35261,29.1
35262,29.1
35263,29.1
35264,29.1
35265,29.1
35266,29.1
35267,29.4
35268,29.5
35269,29.5
35270,29.5
35271,29.4
35272,29.3
35273,29.4
35274,29.4
35275,29.4
35276,28.7
35277,29.0
35278,29.0
35279,28.9
35280,32.8
35281,39.4
35282,40.0
35283,40.1
35284,40.1
35285,40.1
35286,40.1
35287,40.1
35288,40.5
35289,52.5
35290,52.5
35291,52.3
35292,52.0
35293,52.6
35294,52.6
35295,52.6
35296,52.5
35297,52.5
35298,52.2
35299,52.5
35300,56.0
35301,56.0
35302,56.0
35303,55.9
35304,55.9
35305,55.8
35306,55.7
35307,55.9
35308,56.0
35309,56.0
35310,56.0
35311,55.9
35312,55.9
35313,55.9
35314,55.9
35315,56.0
35316,56.0
35317,56.0
35318,56.0
35319,55.9
35320,55.9
35321,55.9
35322,55.8
35323,55.8
35324,56.1
35325,56.2
35326,56.2
35327,56.2
35328,56.1
35329,56.1
35330,56.0
35331,56.1
35332,56.2
35333,56.2
35334,56.2
35335,56.2
35336,56.2
35337,56.2
35338,56.2
35339,56.2
35340,56.2
35341,56.2
35342,56.2
35343,56.1
35344,56.0
35345,56.0
35346,56.1
35347,56.1
35348,55.9
35349,55.9
35350,55.9
35351,55.5
35352,55.1
35353,55.4
35354,55.5
