,target
36241,6.581
36242,4.573
36243,7.256
36244,5.607
36245,5.408
36246,4.893
36247,5.1389999999999985
36248,7.29
36249,7.04
36250,10.087
36251,11.609000000000002
36252,11.44
36253,12.882
36254,12.258
36255,12.957
36256,19.297
36257,10.384
36258,6.615
36259,7.455
36260,6.456
36261,7.03
36262,7.433
36263,9.956
36264,10.071
36265,18.019
36266,20.064
36267,21.377
36268,24.152
36269,26.499
36270,30.61
36271,40.059
36272,48.555
36273,49.306
36274,51.175
36275,61.942
36276,58.045
36277,41.493
36278,25.667
36279,23.267
36280,30.245
36281,41.59
36282,42.458
36283,24.492
36284,20.45
36285,15.086
36286,17.055
36287,22.653
36288,26.897
36289,28.217
36290,17.480999999999998
36291,19.633
36292,22.747
36293,28.182
36294,23.842
36295,17.996
36296,18.438
36297,15.817
36298,17.234
36299,18.461
36300,25.604
36301,18.364
36302,18.119
36303,14.169
36304,8.97
36305,9.501
36306,9.473
36307,9.403
36308,30.249
36309,54.794
36310,74.601
36311,86.681
36312,95.11
36313,85.46
36314,63.563
36315,76.556
36316,90.414
36317,94.46
36318,96.276
36319,94.508
36320,90.376
36321,87.075
36322,85.30799999999998
36323,89.939
36324,80.521
36325,84.973
36326,81.294
36327,82.20299999999997
36328,82.9
36329,88.868
36330,92.449
36331,95.072
36332,96.313
36333,96.936
36334,96.44
36335,96.264
36336,96.092
36337,88.35799999999998
36338,85.427
36339,87.225
36340,85.586
36341,84.054
36342,66.833
36343,62.495
36344,46.026
36345,34.42
36346,19.099
36347,14.962
36348,14.826
36349,10.079
36350,5.019
36351,3.002
36352,-0.403
36353,30.06
36354,48.476000000000006
36355,76.719
36356,91.38
36357,92.755
36358,93.158
36359,91.4
36360,74.60300000000002
36361,71.773
36362,69.972
36363,55.984
36364,38.375
36365,38.329
36366,40.944
36367,41.153
36368,47.552
36369,43.682
36370,42.994
36371,49.419
36372,60.81399999999999
36373,66.812
36374,65.604
36375,62.645
36376,63.855
36377,73.404
36378,71.907
36379,63.497
36380,50.813
36381,53.93600000000001
36382,53.612
36383,53.474
36384,55.835
36385,59.81
36386,50.22
36387,51.878
36388,52.833
36389,61.21100000000001
36390,61.642
36391,64.189
36392,62.13
36393,66.01100000000001
36394,72.192
36395,63.402
36396,60.218
36397,60.337
36398,66.235
36399,64.668
36400,59.418
36401,58.271
36402,62.986
36403,67.243
36404,63.03
36405,71.692
36406,59.347
36407,64.888
36408,72.54899999999998
36409,76.452
36410,79.59100000000002
36411,81.416
36412,84.551
36413,87.28399999999998
36414,91.927
36415,92.401
36416,89.70700000000002
36417,74.61399999999998
36418,55.949
36419,48.967
36420,52.517
36421,63.097
36422,43.51
36423,29.651
36424,27.605
36425,39.198
36426,53.19600000000001
36427,51.148
36428,57.087
36429,64.913
36430,75.169
36431,81.145
36432,78.608
36433,65.097
36434,65.59
36435,52.405
36436,54.194
36437,37.606
36438,36.198
36439,32.945
36440,40.151
36441,37.077
36442,30.761
36443,29.24
36444,18.541
36445,26.693
36446,28.303
36447,29.018
36448,30.088
36449,31.007
36450,42.331
36451,45.352
36452,33.599000000000004
36453,37.036
36454,38.617
36455,45.487
36456,46.087
36457,34.417
36458,34.195
36459,38.49
36460,32.974000000000004
36461,41.53
36462,46.474
36463,34.937
36464,32.193000000000005
36465,33.411
36466,50.769
36467,28.781
36468,22.201
36469,19.788
36470,18.493
36471,17.734
36472,20.185
36473,32.015
36474,42.181
36475,40.12
36476,44.08600000000001
36477,44.93
36478,54.555
36479,49.69300000000001
36480,45.417
36481,46.401
36482,43.803
36483,24.824
36484,28.403
36485,29.717
36486,32.963
36487,32.4
36488,37.434
36489,35.59900000000001
36490,26.5
36491,25.672
36492,31.077
36493,37.092
36494,24.119
36495,13.569
36496,13.470999999999998
36497,14.672
36498,13.682
36499,19.423
36500,24.682
36501,33.766
36502,43.94300000000001
36503,50.455
36504,58.264
36505,50.024
36506,53.042
36507,44.088
36508,43.31
36509,69.508
36510,80.499
36511,73.579
36512,86.406
36513,88.07600000000002
36514,79.706
36515,82.652
36516,69.843
36517,51.214
36518,42.201
36519,27.343000000000004
36520,22.835
36521,31.631
36522,35.106
36523,26.547
36524,15.287
36525,9.103
36526,10.328
36527,9.643
36528,4.673
36529,5.038
36530,2.688
36531,0.916
36532,1.442
36533,5.03
36534,3.034
36535,1.985
36536,1.284
36537,0.989
36538,0.691
36539,0.868
36540,0.63
36541,0.83
36542,0.585
36543,1.165
36544,2.525
36545,3.778
36546,0.969
36547,-0.118
36548,-0.126
36549,-0.103
36550,0.204
36551,0.632
36552,6.1320000000000014
36553,9.949
36554,28.961
36555,43.541
36556,33.669000000000004
36557,22.943
36558,22.477
36559,23.752
36560,21.84
36561,14.786
36562,10.687
36563,9.498
36564,7.332000000000002
36565,8.442
36566,9.445
36567,7.439
36568,4.658
36569,4.131
36570,1.965
36571,2.255
36572,4.067
36573,7.912000000000001
36574,12.677
36575,9.827
36576,14.469
36577,15.380999999999998
36578,12.96
36579,10.307
36580,9.983
36581,10.71
36582,7.763
36583,7.4689999999999985
36584,8.228
36585,5.381
36586,6.424
36587,3.557
36588,1.664
36589,1.626
36590,2.957
36591,2.505
36592,3.009
36593,2.478
36594,3.172
36595,1.3090000000000002
36596,0.01
36597,1.2
36598,1.715
36599,4.018
36600,5.457000000000002
36601,7.417000000000002
36602,13.793
36603,18.402
36604,21.487
36605,24.054
36606,25.997
36607,32.575
36608,36.114
36609,28.411
36610,23.597
36611,20.007
36612,16.129
36613,14.507
36614,21.577
36615,26.125
36616,27.387
36617,39.06
36618,72.351
36619,93.896
36620,95.073
36621,95.764
36622,96.596
36623,96.332
36624,96.952
36625,96.685
36626,96.572
36627,94.883
36628,96.431
36629,96.447
36630,96.032
36631,97.087
36632,96.064
36633,96.901
36634,94.333
36635,92.943
36636,92.507
36637,90.62
36638,95.063
36639,92.046
36640,92.787
36641,82.272
36642,63.813
36643,51.676
36644,42.409
36645,36.395
36646,32.751999999999995
36647,25.437
36648,26.094
36649,29.284
36650,32.381
36651,34.814
36652,35.725
36653,50.731
36654,68.843
36655,84.61
36656,91.205
36657,92.77
36658,86.255
36659,81.449
36660,81.795
36661,66.355
36662,63.448
36663,61.205
36664,63.464
36665,68.067
36666,72.304
36667,85.68299999999998
36668,91.027
36669,95.777
36670,90.602
36671,90.612
36672,84.71
36673,82.35799999999998
36674,79.15100000000002
36675,87.115
36676,84.634
36677,80.14
36678,77.827
36679,85.704
36680,74.979
36681,72.667
36682,61.68
36683,69.305
36684,67.423
36685,64.557
36686,58.06800000000001
36687,51.925
36688,48.165
36689,33.716
36690,23.844
36691,17.611
36692,11.651
36693,18.635
36694,12.774
36695,2.064
36696,0.8909999999999999
36697,0.125
36698,2.282
36699,0.257
36700,-0.0819999999999999
36701,0.204
36702,0.4970000000000001
36703,6.335
36704,24.93
36705,23.939
36706,18.467
36707,18.679
36708,20.137
36709,34.417
36710,30.728
36711,31.773000000000003
36712,35.25199999999999
36713,35.927
36714,43.842
36715,44.649
36716,64.303
36717,60.377
36718,41.187
36719,43.523
36720,43.36600000000001
36721,42.591
36722,50.536
36723,62.075
36724,54.442
36725,55.56100000000001
36726,53.968
36727,52.198
36728,62.385
36729,54.71100000000001
36730,37.389
36731,27.917
36732,24.104
36733,32.077
36734,33.417
36735,31.609
36736,29.624
36737,28.697
36738,19.012
36739,15.375
36740,16.042
36741,14.918
36742,15.549
36743,16.76
36744,25.047
36745,19.263
36746,21.186
36747,20.548
36748,16.357
36749,14.502
36750,17.867
36751,17.793
36752,19.703
36753,24.333
36754,27.009
36755,39.883
36756,38.466
36757,38.288
36758,36.02
36759,35.456
36760,27.152
36761,24.465
36762,26.916
36763,30.516
36764,27.673
36765,24.899
36766,29.282
36767,31.906
36768,20.949
36769,5.73
36770,14.050999999999998
36771,21.49
36772,33.506
36773,43.014
36774,34.173
36775,26.966
36776,20.018
36777,19.373
36778,19.015
36779,16.544
36780,15.588
36781,15.413
36782,9.923
36783,6.856
36784,8.485
36785,7.383999999999999
36786,7.015
36787,7.903
36788,4.999
36789,1.503
36790,2.966
36791,2.398
36792,5.186
36793,12.890999999999998
36794,19.27
36795,17.191
36796,20.098
36797,17.305999999999994
36798,18.762
36799,27.47
36800,42.33
36801,37.371
36802,34.236999999999995
36803,30.853
36804,29.354
36805,37.334
36806,47.463
36807,42.722
36808,33.189
36809,43.931
36810,42.313
36811,38.897
36812,26.894
36813,19.878
36814,17.136
36815,14.637
36816,23.174
36817,22.453000000000007
36818,19.564
36819,14.303
36820,10.673
36821,8.437000000000001
36822,9.725
36823,3.852
36824,3.657
36825,2.655
36826,4.5710000000000015
36827,6.2
36828,12.390999999999998
36829,14.045
36830,23.476
36831,29.776
36832,41.739
36833,72.652
36834,92.735
36835,95.353
36836,95.529
36837,92.044
36838,94.792
36839,96.25
36840,94.062
36841,94.261
36842,95.421
36843,96.28
36844,96.875
36845,96.758
36846,95.8
36847,95.615
36848,94.408
36849,92.918
36850,94.333
36851,93.478
36852,92.409
36853,93.314
36854,94.18
36855,91.023
36856,82.959
36857,75.736
36858,77.943
36859,81.334
36860,80.416
36861,84.134
36862,88.665
36863,81.038
36864,68.413
36865,58.997
36866,60.432
36867,54.093
36868,55.889
36869,62.797
36870,56.044
36871,50.931
36872,45.484
36873,38.375
36874,33.669000000000004
36875,38.426
36876,37.174
36877,47.056
36878,52.515
36879,50.62600000000001
36880,55.629
36881,53.107
36882,56.424
36883,57.727
36884,65.902
36885,57.26
36886,49.743
36887,49.364
36888,43.142
36889,46.621
36890,50.451
36891,44.229
36892,44.717
36893,50.356
36894,50.112
36895,52.73
36896,57.258
36897,54.976000000000006
36898,57.659
36899,53.404
36900,53.524
36901,49.307
36902,52.324
36903,54.12
36904,51.312
36905,54.19600000000001
36906,49.72
36907,47.57100000000001
36908,42.894
36909,42.128
36910,40.237
36911,38.643
36912,31.661
36913,28.161
36914,24.971
36915,19.787
36916,18.779
36917,18.528
36918,15.547
36919,13.274
36920,14.902
36921,15.499
36922,14.615
36923,14.217
36924,16.549
36925,18.234
36926,18.641
36927,19.488
36928,17.589000000000002
36929,17.114
36930,18.542
36931,18.938
36932,20.505
36933,20.026
36934,21.127
36935,22.725
36936,25.796
36937,22.37
36938,19.972
36939,20.783
36940,19.764
36941,22.799
36942,28.054
36943,31.954
36944,40.637
36945,45.098
36946,40.16
36947,39.085
36948,38.066
36949,38.351
36950,35.653
36951,32.031
36952,31.424
36953,29.045
36954,27.416
36955,26.467
36956,27.869
36957,25.611
36958,27.838
36959,29.558000000000003
36960,28.099
36961,22.176
36962,24.887
36963,23.742
36964,26.08
36965,27.815
36966,22.414
36967,20.093
36968,17.183
36969,12.207
36970,9.028
36971,8.215
36972,8.96
36973,8.59
36974,6.275
36975,7.1960000000000015
36976,6.359
36977,3.265
36978,1.264
36979,1.432
36980,0.96
36981,0.634
36982,-0.52
36983,-0.216
36984,-0.216
36985,-0.165
36986,-0.202
36987,-0.204
36988,-0.188
36989,-0.195
36990,-0.179
36991,-0.235
36992,-0.202
36993,-0.204
36994,-0.2
36995,-0.223
36996,-0.256
36997,-0.241
36998,-0.262
36999,-0.264
37000,-0.273
37001,-0.225
37002,-0.219
37003,-0.136
37004,-0.229
37005,0.516
37006,3.577
37007,3.0380000000000003
37008,2.661
37009,4.972
37010,1.177
37011,1.058
37012,0.254
37013,-0.311
37014,-0.103
37015,-0.155
37016,-0.012
37017,-0.0069999999999999
37018,-0.264
37019,-0.171
37020,-0.206
37021,-0.193
37022,-0.201
37023,-0.179
37024,-0.226
37025,-0.245
37026,-0.211
37027,-0.213
37028,-0.21
37029,0.254
37030,-0.273
37031,-0.212
37032,-0.253
37033,-0.198
37034,-0.222
37035,-0.22
37036,-0.246
37037,-0.2
37038,-0.189
37039,-0.21
37040,-0.189
37041,-0.193
37042,-0.277
37043,-0.261
37044,-0.226
37045,-0.207
37046,-0.209
37047,-0.227
37048,-0.205
37049,-0.198
37050,-0.191
37051,-0.203
37052,-0.216
37053,-0.234
37054,-0.272
37055,-0.254
37056,-0.265
37057,-0.257
37058,-0.238
37059,-0.216
37060,-0.244
37061,-0.259
37062,-0.248
37063,-0.228
37064,-0.27
37065,-0.255
37066,-0.212
37067,-0.216
37068,-0.223
37069,-0.185
37070,-0.208
37071,-0.237
37072,-0.23
37073,-0.191
37074,-0.24
37075,-0.213
37076,-0.224
37077,-0.263
37078,-0.221
37079,-0.232
37080,-0.238
37081,-0.282
37082,-0.214
37083,-0.219
37084,-0.216
37085,-0.17
37086,-0.285
37087,-0.249
37088,-0.258
37089,-0.218
37090,-0.203
37091,-0.203
37092,-0.217
37093,-0.223
37094,-0.234
37095,-0.186
37096,-0.199
37097,-0.223
37098,-0.228
37099,-0.252
37100,-0.28
37101,-0.145
37102,-0.249
37103,-0.262
37104,-0.222
37105,-0.207
37106,-0.254
37107,-0.23
37108,0.461
37109,1.073
37110,1.735
37111,1.5619999999999998
37112,1.797
37113,1.58
37114,0.087
37115,-0.267
37116,-0.115
37117,1.021
37118,1.849
37119,3.37
37120,4.645
37121,7.597
37122,8.238999999999999
37123,2.269
37124,1.991
37125,1.5759999999999998
37126,-0.04
37127,-0.208
37128,-0.247
37129,0.133
37130,1.671
37131,3.265
37132,3.277
37133,3.76
37134,5.158
37135,4.476
37136,6.004
37137,9.295
37138,12.354
37139,14.107
37140,12.548
37141,8.985
37142,6.957000000000002
37143,4.777
37144,7.599
37145,9.279
37146,10.178
37147,7.855
37148,10.259
37149,12.73
37150,13.183
37151,14.503
37152,15.932
37153,13.165
37154,9.099
37155,9.272
37156,8.857000000000003
37157,7.627000000000002
37158,4.683
37159,5.1770000000000005
37160,5.013
37161,9.377
37162,19.03
37163,25.391
37164,25.827
37165,19.807
37166,16.816
37167,20.96
37168,20.901
37169,26.117
37170,32.542
37171,41.496
37172,50.254
37173,52.048
37174,54.31100000000001
37175,58.99800000000001
37176,52.401
37177,56.542
37178,51.24
37179,40.7
37180,35.756
37181,49.125
37182,61.49100000000001
37183,68.222
37184,74.882
37185,79.986
37186,81.24600000000002
37187,74.67
37188,63.819
37189,61.006
37190,64.566
37191,54.592
37192,53.618
37193,46.187
37194,41.977
37195,38.19300000000001
37196,36.297
37197,30.837
37198,20.656
37199,18.413
37200,10.006
37201,7.773
37202,3.953
37203,3.339
37204,3.431
37205,4.2330000000000005
37206,4.993
37207,10.601
37208,14.362
37209,16.750999999999998
37210,18.241
37211,12.158
37212,9.032
37213,4.324
37214,2.562
37215,3.446
37216,5.269
37217,3.859
37218,3.555
37219,2.459
37220,1.882
37221,0.657
37222,1.844
37223,2.414
37224,2.839
37225,4.273
37226,6.37
37227,6.456
37228,6.763
37229,5.415
37230,4.812
37231,4.165
37232,3.449
37233,2.027
37234,0.938
37235,0.64
37236,0.381
37237,1.129
37238,1.319
37239,1.025
37240,0.7120000000000001
37241,0.871
37242,-0.179
37243,-0.508
37244,-0.249
37245,-0.208
37246,0.352
37247,0.742
37248,1.153
37249,1.398
37250,1.3119999999999998
37251,1.635
37252,0.455
37253,0.053
37254,-0.202
37255,-0.234
37256,-0.214
37257,-0.181
37258,-0.218
37259,-0.177
37260,-0.18
37261,-0.207
37262,-0.227
37263,-0.212
37264,-0.235
37265,-0.221
37266,-0.23
37267,-0.239
37268,-0.043
37269,-0.065
37270,-0.039
37271,0.079
37272,0.282
37273,0.1
37274,-0.11
37275,-0.228
37276,-0.26
37277,-0.216
37278,-0.236
37279,-0.273
37280,-0.23
37281,-0.256
37282,-0.254
37283,-0.207
37284,-0.279
37285,-0.216
37286,-0.224
37287,-0.25
37288,-0.214
37289,-0.199
37290,-0.172
37291,-0.174
37292,-0.226
37293,-0.187
37294,-0.194
37295,-0.183
37296,-0.219
37297,-0.2
37298,-0.219
37299,-0.193
37300,-0.065
37301,-0.138
37302,-0.175
37303,-0.161
37304,-0.031
37305,-0.201
37306,-0.19
37307,-0.192
37308,-0.183
37309,-0.182
37310,-0.178
37311,-0.191
37312,-0.19
37313,-0.153
37314,-0.194
37315,-0.176
37316,-0.198
37317,-0.184
37318,-0.159
37319,-0.172
37320,-0.172
37321,-0.208
37322,-0.196
37323,-0.181
37324,-0.215
37325,0.1
37326,1.912
37327,2.367
37328,1.869
37329,1.65
37330,1.218
37331,4.291
37332,7.877000000000002
37333,2.61
37334,2.363
37335,4.364
37336,7.316
37337,2.123
37338,0.626
37339,0.402
37340,2.064
37341,5.252000000000002
37342,4.495
37343,2.987
37344,0.485
37345,1.226
37346,1.338
37347,1.52
37348,3.233
37349,4.466
37350,4.005
37351,3.597
37352,5.272
37353,6.78
37354,3.644
37355,1.985
37356,-0.235
37357,0.048
37358,0.284
37359,-0.187
37360,-0.316
37361,-0.245
37362,-0.276
37363,-0.193
37364,-0.215
37365,-0.213
37366,-0.206
37367,-0.219
37368,-0.188
37369,-0.219
37370,-0.226
37371,-0.217
37372,-0.216
37373,-0.222
37374,-0.242
37375,-0.199
37376,-0.251
37377,-0.207
37378,-0.249
37379,-0.224
37380,-0.242
37381,-0.244
37382,-0.247
37383,-0.21
37384,-0.178
37385,-0.201
37386,-0.184
37387,-0.227
37388,-0.202
37389,-0.187
37390,-0.181
37391,-0.206
37392,-0.182
37393,-0.173
37394,-0.177
37395,-0.183
37396,-0.173
37397,-0.202
37398,-0.218
37399,-0.191
37400,-0.195
37401,0.311
37402,0.296
37403,-0.233
37404,-0.199
37405,-0.16
37406,-0.173
37407,-0.196
37408,-0.192
37409,-0.195
37410,-0.182
37411,-0.214
37412,-0.223
37413,-0.192
37414,-0.19
37415,-0.208
37416,-0.1689999999999999
37417,-0.218
37418,-0.184
37419,-0.201
37420,-0.234
37421,-0.212
37422,-0.209
37423,-0.189
37424,-0.219
37425,-0.234
37426,-0.189
37427,-0.217
37428,-0.193
37429,-0.191
37430,-0.161
37431,-0.188
37432,-0.192
37433,-0.196
37434,-0.223
37435,-0.184
37436,-0.177
37437,-0.214
37438,-0.17
37439,-0.202
37440,-0.202
37441,-0.193
37442,-0.179
37443,-0.177
37444,-0.201
37445,-0.188
37446,-0.175
37447,-0.181
37448,-0.192
37449,-0.2
37450,-0.199
37451,-0.199
37452,-0.156
37453,-0.203
37454,-0.203
37455,-0.192
37456,-0.21
37457,-0.195
37458,-0.212
37459,-0.239
37460,-0.266
37461,-0.19
37462,-0.234
37463,-0.211
37464,-0.234
37465,-0.253
37466,-0.023
37467,-0.201
37468,-0.202
37469,-0.18
37470,-0.185
37471,-0.216
37472,0.453
37473,4.642
37474,10.787
37475,24.152
37476,27.114
37477,6.593
37478,4.046
37479,0.233
37480,-0.253
37481,-0.186
37482,-0.192
37483,-0.211
37484,-0.187
37485,-0.216
37486,-0.19
37487,-0.213
37488,-0.191
37489,-0.17
37490,-0.171
37491,-0.213
37492,-0.179
37493,0.284
37494,-0.01
37495,1.124
37496,-0.096
37497,-0.129
37498,-0.217
37499,-0.168
37500,-0.224
37501,-0.192
37502,-0.185
37503,-0.101
37504,0.6920000000000001
37505,0.267
37506,-0.271
37507,-0.092
37508,-0.12
37509,-0.231
37510,-0.229
37511,0.531
37512,1.5719999999999998
37513,8.346
37514,4.387
37515,4.601
37516,0.895
37517,-0.218
37518,1.723
37519,10.216
37520,10.153
37521,11.729
37522,12.144
37523,14.874
37524,19.104
37525,11.934
37526,11.269
37527,14.804
37528,11.603
37529,10.375
37530,8.211
37531,10.861
37532,14.515999999999998
37533,12.249
37534,10.188
37535,12.656
37536,20.798
37537,18.81900000000001
37538,20.315
37539,19.177
37540,17.031
37541,13.95
37542,15.917
37543,10.417
37544,7.445
37545,10.129
37546,7.452000000000001
37547,6.607
37548,5.502000000000002
37549,2.068
37550,1.4409999999999998
37551,2.67
37552,1.3
37553,1.5830000000000002
37554,1.88
37555,0.541
37556,4.88
37557,7.893
37558,5.994
37559,5.66
37560,7.899
37561,7.895
37562,8.939
37563,8.554
37564,9.297
37565,8.029
37566,6.5920000000000005
37567,6.815
37568,4.381
37569,3.167
37570,3.802
37571,5.695
37572,6.829
37573,5.093
37574,3.86
37575,2.888
37576,1.356
37577,3.633
37578,3.855
37579,7.83
37580,10.107
37581,10.079
37582,9.524
37583,7.431
37584,9.523
37585,10.537
37586,14.184
37587,16.019000000000002
37588,20.931
37589,37.615
37590,34.178000000000004
37591,32.042
37592,26.997
37593,25.964
37594,22.074
37595,14.384
37596,11.263
37597,9.364
37598,8.471
37599,5.675
37600,3.995
37601,6.497000000000001
37602,9.959
37603,12.347
37604,13.868
37605,10.14
37606,8.347999999999999
37607,7.428
37608,4.513
37609,2.625
37610,8.167
37611,16.641
37612,12.951
37613,14.454
37614,5.897
37615,1.0659999999999998
37616,-0.106
37617,-0.035
37618,0.311
37619,-0.002
37620,-0.304
37621,-0.194
37622,-0.201
37623,-0.236
37624,-0.241
37625,-0.256
37626,-0.21
37627,-0.196
37628,-0.229
37629,-0.235
37630,-0.214
37631,0.144
37632,-0.225
37633,-0.178
37634,-0.216
37635,-0.175
37636,-0.222
37637,-0.216
37638,-0.172
37639,-0.175
37640,-0.195
37641,-0.186
37642,-0.217
37643,-0.283
37644,0.6970000000000001
37645,4.901
37646,6.399
37647,7.907999999999999
37648,11.75
37649,14.747
37650,14.845
37651,11.122
37652,9.112
37653,17.477
37654,27.457
37655,38.54
37656,46.34
37657,43.808
37658,27.978
37659,21.754
37660,24.577
37661,34.234
37662,46.511
37663,48.976000000000006
37664,44.288
37665,29.522
37666,26.129
37667,22.812
37668,17.1
37669,15.071
37670,13.276
37671,6.601
37672,6.2029999999999985
37673,5.152
37674,12.362
37675,20.516
37676,22.158
37677,17.749000000000006
37678,18.877
37679,14.331
37680,13.153
37681,14.592
37682,15.224
37683,9.348
37684,13.317
37685,14.595999999999998
37686,19.07
37687,22.72300000000001
37688,24.511
37689,15.624
37690,6.018
37691,4.146
37692,8.039
37693,5.766
37694,4.623
37695,1.791
37696,1.495
37697,0.291
37698,-0.247
37699,-0.203
37700,-0.225
37701,-0.227
37702,-0.226
37703,-0.186
37704,7.621
37705,18.79
37706,27.284
37707,28.378
37708,10.429
37709,20.75
37710,32.945
37711,62.28100000000001
37712,70.359
37713,82.915
37714,67.855
37715,46.77
37716,36.659
37717,52.178
37718,58.277
37719,73.602
37720,57.371
37721,36.358
37722,45.089
37723,64.128
37724,86.105
37725,92.793
37726,96.484
37727,97.035
37728,96.478
37729,96.707
37730,96.439
37731,96.814
37732,96.85
37733,96.775
37734,97.119
37735,97.0
37736,95.746
37737,90.663
37738,87.26299999999998
37739,88.67
37740,96.102
37741,97.023
37742,97.263
37743,96.869
37744,97.337
37745,97.022
37746,97.142
37747,97.284
37748,97.087
37749,96.929
37750,96.858
37751,96.994
37752,96.811
37753,96.283
37754,96.915
37755,93.693
37756,92.687
37757,95.725
37758,96.114
37759,97.031
37760,96.579
37761,96.695
37762,96.458
37763,96.908
37764,96.658
37765,96.771
37766,95.933
37767,97.055
37768,97.029
37769,96.846
37770,97.01
37771,96.73
37772,97.087
37773,96.144
37774,97.014
37775,96.326
37776,97.49
37777,94.013
37778,94.239
37779,93.728
37780,93.864
37781,94.735
37782,94.512
37783,94.229
37784,94.491
37785,95.299
37786,94.492
37787,93.95
37788,94.1
37789,92.841
37790,89.727
37791,92.084
37792,93.488
37793,89.76700000000002
37794,86.014
37795,62.367
37796,59.041
37797,32.769
37798,28.335
37799,23.94400000000001
37800,19.413
37801,14.181
37802,17.134
37803,12.864
37804,8.458
37805,5.0710000000000015
37806,5.433
37807,-0.316
37808,-0.268
37809,-0.212
37810,-0.209
37811,-0.176
37812,-0.208
37813,-0.338
37814,-0.212
37815,0.097
37816,3.51
37817,6.485
37818,9.461
37819,6.746
37820,6.122999999999998
37821,9.499
37822,12.333
37823,7.584
37824,9.806
37825,7.145
37826,4.355
37827,7.487
37828,11.594
37829,15.377
37830,16.803
37831,14.768
37832,14.686
37833,15.130999999999998
37834,18.886
37835,13.025
37836,9.592
37837,11.567
37838,10.86
37839,9.798
37840,11.762
37841,7.659
37842,3.4730000000000003
37843,1.58
37844,0.542
37845,0.342
37846,0.159
37847,0.064
37848,0.365
37849,0.318
37850,-0.046
37851,-0.1369999999999999
37852,0.002
37853,0.288
37854,1.222
37855,1.767
37856,2.495
37857,3.673
37858,4.292
37859,6.534
37860,5.295
37861,1.751
37862,2.295
37863,1.477
37864,0.421
37865,1.669
37866,2.317
37867,1.497
37868,0.119
37869,0.614
37870,0.713
37871,0.617
37872,0.116
37873,0.835
37874,3.832
37875,11.02
37876,6.937
37877,7.484
37878,5.997999999999998
37879,2.988
37880,7.947999999999999
37881,13.356
37882,8.11
37883,10.671
37884,3.812
37885,6.4910000000000005
37886,8.472999999999999
37887,8.652000000000001
37888,8.749
37889,4.26
37890,2.995
37891,6.152
37892,6.943
37893,3.123
37894,1.608
37895,1.731
37896,2.695
37897,0.7
37898,0.192
37899,-0.072
37900,0.517
37901,-0.229
37902,-0.227
37903,-0.228
37904,-0.209
37905,-0.212
37906,-0.249
37907,-0.231
37908,-0.194
37909,-0.225
37910,-0.147
37911,-0.218
37912,-0.217
37913,-0.034
37914,3.083
37915,2.636
37916,-0.211
37917,0.317
37918,3.258
37919,-0.6709999999999999
37920,-0.246
37921,-0.199
37922,-0.232
37923,-0.284
37924,-0.22
37925,-0.25
37926,-0.208
37927,0.364
37928,-0.24
37929,-0.249
37930,0.669
37931,4.509
37932,-0.241
37933,-0.206
37934,-0.251
37935,-0.205
37936,-0.187
37937,-0.226
37938,-0.206
37939,-0.228
37940,-0.229
37941,-0.209
37942,-0.189
37943,-0.213
37944,-0.252
37945,-0.263
37946,-0.219
37947,-0.201
37948,-0.228
37949,-0.209
37950,-0.217
37951,-0.183
37952,-0.197
37953,-0.216
37954,-0.221
37955,-0.202
37956,-0.223
37957,-0.019
37958,0.188
37959,0.37
37960,0.932
37961,0.327
37962,2.309
37963,1.503
37964,2.969
37965,11.225
37966,11.64
37967,11.65
37968,21.127
37969,25.231
37970,34.206
37971,48.918
37972,60.124
37973,72.652
37974,75.874
37975,78.317
37976,80.007
37977,77.509
37978,73.559
37979,64.389
37980,68.82300000000001
37981,61.502
37982,63.507
37983,64.604
37984,70.067
37985,66.914
37986,63.356
37987,80.041
37988,80.545
37989,76.365
37990,74.164
37991,84.01
37992,85.68700000000003
37993,90.52
37994,85.65700000000002
37995,89.323
37996,90.531
37997,90.409
37998,90.306
37999,90.117
38000,84.177
38001,77.809
38002,74.05199999999998
38003,75.141
38004,73.753
38005,80.189
38006,80.00399999999998
38007,85.04799999999999
38008,85.081
38009,82.448
38010,77.163
38011,75.295
38012,69.28399999999999
38013,67.077
38014,64.617
38015,61.465
38016,52.219
38017,49.187
38018,42.819
38019,42.827
38020,42.695
38021,45.775
38022,49.179
38023,45.279
38024,40.83
38025,38.431
38026,37.038
38027,32.604
38028,31.69400000000001
38029,29.719
38030,26.544
38031,21.746
38032,26.462
38033,27.384
38034,25.178
38035,26.838
38036,32.283
38037,29.809
38038,26.631
38039,30.638
38040,27.493
38041,26.106
38042,19.929
38043,21.152
38044,19.844
38045,14.122
38046,13.957
38047,14.976
38048,10.699000000000002
38049,10.285
38050,7.015
38051,6.009
38052,8.55
38053,7.394
38054,9.151
38055,5.466
38056,4.535
38057,3.783
38058,1.944
38059,-0.112
38060,-0.188
38061,-0.244
38062,-0.245
38063,-0.221
38064,-0.083
38065,-0.139
38066,-0.274
38067,-0.176
38068,-0.191
38069,-0.186
38070,-0.186
38071,-0.1669999999999999
38072,-0.208
38073,-0.198
38074,-0.191
38075,-0.159
38076,-0.045
38077,0.143
38078,0.229
38079,-0.202
38080,-0.171
38081,0.389
38082,1.62
38083,0.8740000000000001
38084,2.044
38085,4.002
38086,3.596
38087,4.067
38088,3.016
38089,0.316
38090,0.056
38091,0.63
38092,-0.358
